date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:59:53	5402/5402	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22151a-5a1d92cb6287c%22	https://html.rovadex.com/html-creto/assets/img/logo.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/logo.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:53	75683/75683	---MCZ	200	added ('OK')	text/html	etag:W/%22127a3-5a1d927ab40df%22	https://html.rovadex.com/html-creto/home-two.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/home-two.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:54	19841/19841	---MCZ	200	added ('OK')	text/html	etag:W/%224d81-5a1d927c1131f%22	https://html.rovadex.com/html-creto/services.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/services.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:54	23160/23160	---MCZ	200	added ('OK')	text/html	etag:W/%225a78-5a1d927c7b287%22	https://html.rovadex.com/html-creto/shop.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/shop.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:54	9807/9807	---MCZ	200	added ('OK')	text/html	etag:W/%22264f-5a1d927a32e59%22	https://html.rovadex.com/html-creto/gallery.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/gallery.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:54	18822/18822	---MCZ	200	added ('OK')	text/html	etag:W/%224986-5a1d92796aef4%22	https://html.rovadex.com/html-creto/about.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/about.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:55	16347/16347	---MCZ	200	added ('OK')	text/html	etag:W/%223fdb-5a1d927ba508e%22	https://html.rovadex.com/html-creto/news.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/news.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:55	6669/6669	---MCZ	200	added ('OK')	text/html	etag:W/%221a0d-5a1d9278fc93a%22	https://html.rovadex.com/html-creto/404.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/404.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:55	11257/11257	---MCZ	200	added ('OK')	text/html	etag:W/%222bf9-5a1d9279d4a74%22	https://html.rovadex.com/html-creto/contacts.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/contacts.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:56	69955/69955	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211143-5a1d92967a50c%22	https://html.rovadex.com/html-creto/assets/img/bg-slider.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-slider.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:56	22927/22927	---MCZ	200	added ('OK')	text/html	etag:W/%22598f-5a1d927d5c063%22	https://html.rovadex.com/html-creto/single-shop.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/single-shop.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:56	5295/5295	---M--	200	added ('OK')	image/jpeg	etag:%2214af-5a1d9297ff7f5%22	https://html.rovadex.com/html-creto/assets/img/bike-info-slide.jpg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bike-info-slide.jpg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:57	111652/111652	---M--	200	added ('OK')	image/png	etag:%221b424-5a1d92c500e4e%22	https://html.rovadex.com/html-creto/assets/img/img-slider.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/img-slider.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:57	69956/69956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211144-5a1d9295758f0%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-2.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-slider-2.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:58	94825/94825	---M--	200	added ('OK')	image/png	etag:%2217269-5a1d92c3e8d95%22	https://html.rovadex.com/html-creto/assets/img/img-slider-2.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/img-slider-2.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:59	69956/69956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211144-5a1d9295f86ce%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-3.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-slider-3.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:59	105420/105420	---M--	200	added ('OK')	image/png	etag:%2219bcc-5a1d92c477ec6%22	https://html.rovadex.com/html-creto/assets/img/img-slider-3.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/img-slider-3.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:59	28744/28744	---M--	200	added ('OK')	image/png	etag:%227048-5a1d929a2516b%22	https://html.rovadex.com/html-creto/assets/img/categ-2.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/categ-2.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
18:59:59	18384/18384	---M--	200	added ('OK')	image/png	etag:%2247d0-5a1d929b3dddc%22	https://html.rovadex.com/html-creto/assets/img/categ-3.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/categ-3.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:00	14737/14737	---M--	200	added ('OK')	image/png	etag:%223991-5a1d929986a1f%22	https://html.rovadex.com/html-creto/assets/img/categ-1.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/categ-1.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:00	1696/1696	---M--	200	added ('OK')	image/png	etag:%226a0-5a1d92cf79b54%22	https://html.rovadex.com/html-creto/assets/img/placeholder-all.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/placeholder-all.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:01	176782/176782	---M--	200	added ('OK')	image/jpeg	etag:%222b28e-5a1d92905f3d6%22	https://html.rovadex.com/html-creto/assets/img/bg-advantages.jpg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-advantages.jpg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:03	635123/635123	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229b0f3-5a1d92da1d7e4%22	https://html.rovadex.com/html-creto/assets/img/subscribe-effect.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/subscribe-effect.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:06	229882/229882	---M--	200	added ('OK')	image/jpeg	etag:%22381fa-5a1d929723453%22	https://html.rovadex.com/html-creto/assets/img/bg-subscribe.jpg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-subscribe.jpg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:07	3747/3747	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ea3-5a1d92b9308e1%22	https://html.rovadex.com/html-creto/assets/img/effect-bg-feedback.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/effect-bg-feedback.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:07	17898/17898	---M--	200	added ('OK')	image/png	etag:%2245ea-5a1d92bb0af25%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-1.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/feedback-photo-1.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:08	20231/20231	---M--	200	added ('OK')	image/png	etag:%224f07-5a1d92bb742d5%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-2.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/feedback-photo-2.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:08	20061/20061	---M--	200	added ('OK')	image/png	etag:%224e5d-5a1d92bbe3c17%22	https://html.rovadex.com/html-creto/assets/img/feedback-photo-3.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/feedback-photo-3.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:09	17450/17450	---MCZ	200	added ('OK')	text/html	etag:W/%22442a-5a1d927ce6d48%22	https://html.rovadex.com/html-creto/single-news.html	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/single-news.html	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:09	42538/42538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a62a-5a1d929c779ac%22	https://html.rovadex.com/html-creto/assets/img/client-1.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/client-1.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:09	89034/89034	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2215bca-5a1d929cf5198%22	https://html.rovadex.com/html-creto/assets/img/client-2.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/client-2.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:10	78991/78991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221348f-5a1d929dc2307%22	https://html.rovadex.com/html-creto/assets/img/client-4.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/client-4.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:10	18184/18184	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224708-5a1d929e31091%22	https://html.rovadex.com/html-creto/assets/img/client-5.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/client-5.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:11	269404/269404	---M--	200	added ('OK')	image/jpeg	etag:%2241c5c-5a1d929386e6f%22	https://html.rovadex.com/html-creto/assets/img/bg-feedback.jpg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-feedback.jpg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:11	184197/184197	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222cf85-5a1d929ebdab1%22	https://html.rovadex.com/html-creto/assets/img/client-6.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/client-6.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:11	1204/1204	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224b4-5a1d92b9e922b%22	https://html.rovadex.com/html-creto/assets/img/effect-section-banner.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/effect-section-banner.svg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:11	2022/2022	---M--	200	added ('OK')	image/png	etag:%227e6-5a1d92bc4182c%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-1.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/footer-pay-1.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:11	1381/1381	---M--	200	added ('OK')	image/png	etag:%22565-5a1d92bc9e0ba%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-2.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/footer-pay-2.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:12	1712/1712	---M--	200	added ('OK')	image/png	etag:%226b0-5a1d92bcf7296%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-3.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/footer-pay-3.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:12	207926/207926	---M--	200	added ('OK')	image/jpeg	etag:%2232c36-5a1d92948649a%22	https://html.rovadex.com/html-creto/assets/img/bg-section-banner.jpg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-section-banner.jpg	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:12	1288/1288	---M--	200	added ('OK')	image/png	etag:%22508-5a1d92bd55a64%22	https://html.rovadex.com/html-creto/assets/img/footer-pay-4.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/footer-pay-4.png	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:12	85513/85513	---MCZ	200	added ('OK')	application/javascript	etag:W/%2214e09-5a1d92de4d932%22	https://html.rovadex.com/html-creto/assets/js/jquery-2.2.4.min.js	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/js/jquery-2.2.4.min.js	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:13	41565/41565	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a25d-5a1d92e1bb4f3%22	https://html.rovadex.com/html-creto/assets/js/slick.min.js	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/js/slick.min.js	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:13	6014/6014	---MCZ	200	added ('OK')	application/javascript	etag:W/%22177e-5a1d92dff4f03%22	https://html.rovadex.com/html-creto/assets/js/jquery.nice-select.js	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/js/jquery.nice-select.js	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:14	16405/16405	---MCZ	200	added ('OK')	application/javascript	etag:W/%224015-5a1d92e22545b%22	https://html.rovadex.com/html-creto/assets/js/wow.js	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/js/wow.js	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:14	1270/1270	---MCZ	200	added ('OK')	application/javascript	etag:W/%224f6-5a1d92e0732a8%22	https://html.rovadex.com/html-creto/assets/js/rx-lazy.js	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/js/rx-lazy.js	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:14	18100/18100	---MCZ	200	added ('OK')	application/javascript	etag:W/%2246b4-5a1d92e0e917b%22	https://html.rovadex.com/html-creto/assets/js/scripts.js	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/js/scripts.js	(from https://html.rovadex.com/html-creto/?storefront=envato-elements)
19:00:16	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a1d92830e1d1%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.eot	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:00:17	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5a1d92855fe59%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:00:17	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5a1d92830e1d1%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.eot?	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfontd41d.eot	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:00:17	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5a1d9284e3224%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.woff	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:00:18	3158/3158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c56-5a1d929241b05%22	https://html.rovadex.com/html-creto/assets/img/bg-effect-header.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-effect-header.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:18	4824/4824	---M--	200	added ('OK')	image/png	etag:%2212d8-5a1d92c302db1%22	https://html.rovadex.com/html-creto/assets/img/hover.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/hover.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:19	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-5a1d9283b079e%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.svg	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:00:19	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5a1d928456bec%22	https://html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://html.rovadex.com/html-creto/assets/css/font-awesome.min.css)
19:00:19	41464/41464	---M--	200	added ('OK')	image/png	etag:%22a1f8-5a1d92aeaa4ff%22	https://html.rovadex.com/html-creto/assets/img/dark-item-feedback.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-item-feedback.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:20	42794/42794	---M--	200	added ('OK')	image/png	etag:%22a72a-5a1d92915de48%22	https://html.rovadex.com/html-creto/assets/img/bg-dark-news.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-dark-news.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:20	3640/3640	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e38-5a1d92a142b95%22	https://html.rovadex.com/html-creto/assets/img/dark-adv-effect.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-adv-effect.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:20	205131/205131	---M--	200	added ('OK')	image/png	etag:%223214b-5a1d92ab724aa%22	https://html.rovadex.com/html-creto/assets/img/dark-effect-subscribe.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-effect-subscribe.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:20	62053/62053	---M--	200	added ('OK')	image/png	etag:%22f265-5a1d92c5843fc%22	https://html.rovadex.com/html-creto/assets/img/insta-hover-bg.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/insta-hover-bg.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:20	4083/4083	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ff3-5a1d92a45fa4b%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-effect.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-categ-effect.svg	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:21	16599/16599	---M--	200	added ('OK')	image/png	etag:%2240d7-5a1d92b3a44f3%22	https://html.rovadex.com/html-creto/assets/img/dark-prod-bg.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-prod-bg.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:22	17649/17649	---M--	200	added ('OK')	image/png	etag:%2244f1-5a1d92b2becde%22	https://html.rovadex.com/html-creto/assets/img/dark-prod-bg-1.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-prod-bg-1.png	(from https://html.rovadex.com/html-creto/assets/css/style.css)
19:00:22	5410/5410	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221522-5a1d92cb03cc6%22	https://html.rovadex.com/html-creto/assets/img/logo-white.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/logo-white.svg	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:23	1036/1036	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2240c-5a1d92cbc181a%22	https://html.rovadex.com/html-creto/assets/img/loop-icon.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/loop-icon.svg	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:24	19916/19916	---M--	200	added ('OK')	image/jpeg	etag:%224dcc-5a1d9294efc32%22	https://html.rovadex.com/html-creto/assets/img/bg-slider-2.jpg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/bg-slider-2.jpg	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:24	4026/4026	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fba-5a1d92b98d16e%22	https://html.rovadex.com/html-creto/assets/img/effect-dark-slider.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/effect-dark-slider.svg	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:26	165075/165075	---M--	200	added ('OK')	image/png	etag:%22284d3-5a1d92b4393e5%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-1.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-slide-1.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:26	129188/129188	---M--	200	added ('OK')	image/png	etag:%221f8a4-5a1d92b4ebb86%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-2.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-slide-2.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:27	102828/102828	---M--	200	added ('OK')	image/png	etag:%22191ac-5a1d92a2f2e08%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-1.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-categ-1.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:28	113886/113886	---M--	200	added ('OK')	image/png	etag:%221bcde-5a1d92b57c03f%22	https://html.rovadex.com/html-creto/assets/img/dark-slide-3.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-slide-3.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:28	52840/52840	---M--	200	added ('OK')	image/png	etag:%22ce68-5a1d92a37d8e8%22	https://html.rovadex.com/html-creto/assets/img/dark-categ-2.png	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/dark-categ-2.png	(from https://html.rovadex.com/html-creto/home-two.html)
19:00:28	3538/3538	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22dd2-5a1d928cda8e0%22	https://html.rovadex.com/html-creto/assets/img/advantages-dark-1.svg	C:/Users/Computer%20zone/Downloads/My%20Project/html.rovadex.com/html-creto/assets/img/advantages-dark-1.svg	(from https://html.rovadex.com/html-creto/home-two.html)
